time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-01-20T04:28:52.869Z,-5.9976,131.7618,10,4.8,mb,,47,2.024,0.82,us,us7000d1ji,2021-02-02T02:04:33.040Z,"117 km WSW of Tual, Indonesia",earthquake,4.5,1.8,0.105,28,reviewed,us,us
2021-01-20T03:41:45.134Z,-31.3158,-177.952,10,4.7,mb,,179,2.064,0.89,us,us6000dcnc,2021-02-01T23:35:18.040Z,Kermadec Islands region,earthquake,12.4,2,0.142,15,reviewed,us,us
2021-01-20T01:38:42.867Z,-21.9979,169.9652,10,4.9,mb,,145,1.87,0.76,us,us7000d1iq,2021-02-02T01:31:00.040Z,"221 km ESE of Tadine, New Caledonia",earthquake,7.9,1.8,0.099,32,reviewed,us,us
2021-01-20T01:31:54.304Z,-6.1441,132.4536,10,4.6,mb,,72,2.156,0.65,us,us6000dcna,2021-02-02T00:51:35.040Z,"65 km SSW of Tual, Indonesia",earthquake,6.7,1.9,0.181,9,reviewed,us,us
2021-01-20T01:27:58.557Z,9.0657,125.6272,10,4.8,mb,,109,1.983,0.62,us,us7000d1im,2021-02-02T00:45:56.928Z,"1 km NNE of Balangbalang, Philippines",earthquake,9.6,1.9,0.074,56,reviewed,us,us
2021-01-19T20:18:18.756Z,-13.3551,166.8028,46.41,5.1,mww,,55,2.115,0.86,us,us7000d1gl,2021-01-20T16:57:37.040Z,"99 km NW of Sola, Vanuatu",earthquake,7.2,5.2,0.083,14,reviewed,us,us
2021-01-19T20:10:59.408Z,-8.8648,110.6088,91.26,4.8,mb,,104,0.95,0.83,us,us7000d1gf,2021-01-20T17:13:32.593Z,"104 km SSE of Pundong, Indonesia",earthquake,7.3,6.3,0.071,68,reviewed,us,us
2021-01-19T12:42:45.759Z,-23.4843,-175.3199,10,4.7,mb,,88,6.195,0.95,us,us7000d3qt,2021-02-07T14:04:57.040Z,"241 km S of ‘Ohonua, Tonga",earthquake,5.6,1.9,0.184,9,reviewed,us,us
2021-01-19T11:57:35.713Z,-21.1335,-178.5945,559.38,4.6,mb,,127,4.622,0.69,us,us7000d1d1,2021-01-19T12:19:46.040Z,Fiji region,earthquake,11.4,4.4,0.088,39,reviewed,us,us
2021-01-19T10:47:58.691Z,-15.39,-173.4828,35,4.5,mb,,137,2.208,0.59,us,us7000d1cp,2021-01-19T11:19:50.040Z,"70 km NNE of Hihifo, Tonga",earthquake,11.4,2,0.151,13,reviewed,us,us
2021-01-19T09:24:32.306Z,-15.8229,-174.0014,158.78,4.5,mb,,59,2.867,0.46,us,us7000d1c8,2021-02-07T14:57:00.040Z,"26 km WNW of Hihifo, Tonga",earthquake,8.3,7.4,0.083,43,reviewed,us,us
2021-01-19T09:08:57.129Z,3.2892,66.0497,10,4.6,mb,,76,35.677,0.7,us,us7000d3qn,2021-02-08T14:09:57.040Z,Carlsberg Ridge,earthquake,11.5,1.9,0.137,16,reviewed,us,us
2021-01-19T07:26:11.490Z,-1.9407,128.9342,33.31,4.7,mb,,93,3.117,0.79,us,us7000d1bg,2021-01-19T07:51:37.040Z,"154 km N of Amahai, Indonesia",earthquake,6.9,6.1,0.113,24,reviewed,us,us
2021-01-19T05:01:03.585Z,-7.3184,125.307,428.38,5.2,mb,,27,2.63,0.94,us,us7000d1a0,2021-01-19T05:18:01.040Z,"140 km NNW of Dili, Timor Leste",earthquake,9.4,7,0.054,112,reviewed,us,us
2021-01-19T04:01:41.176Z,-31.8379,-68.806,10,4.8,mb,,68,0.309,0.82,us,us7000d19e,2021-02-01T01:15:08.040Z,"27 km SW of Pocito, Argentina",earthquake,4.1,1.9,0.135,17,reviewed,us,us
2021-01-19T03:51:52.944Z,-31.8325,-68.8542,10,4.9,mb,,92,0.32,0.99,us,us7000d19c,2021-02-01T00:57:42.040Z,"30 km WSW of Pocito, Argentina",earthquake,3.4,1.8,0.106,28,reviewed,us,us
2021-01-19T03:37:44.722Z,-31.7882,-68.7944,10,5.3,mb,,37,0.259,0.7,us,us7000d194,2021-02-06T02:29:05.975Z,"23 km WSW of Pocito, Argentina",earthquake,4.7,1.8,0.05,133,reviewed,us,us
2021-01-19T03:31:46.752Z,-18.906,-174.7926,87.58,4.9,mb,,78,4.606,0.47,us,us7000d3qh,2021-01-29T05:27:58.040Z,"89 km WSW of Neiafu, Tonga",earthquake,11.3,2.2,0.117,23,reviewed,us,us
2021-01-19T03:08:30.204Z,-31.8572,-68.9023,10,4.8,mb,,93,0.362,0.73,us,us7000d18w,2021-02-01T01:27:30.040Z,"35 km WSW of Pocito, Argentina",earthquake,4,1.9,0.21,7,reviewed,us,us
2021-01-19T03:03:44.059Z,-31.8715,-68.8527,10,4.9,mb,,50,0.355,0.79,us,us7000d18u,2021-02-01T05:47:39.040Z,"32 km SW of Pocito, Argentina",earthquake,5,1.8,0.114,24,reviewed,us,us
2021-01-19T02:46:22.293Z,-31.8304,-68.8059,20,6.4,mww,,22,0.302,0.97,us,us7000d18q,2021-02-05T23:13:33.097Z,"26 km SW of Pocito, Argentina",earthquake,5.2,1.8,0.055,32,reviewed,us,us
2021-01-19T01:41:31.701Z,-17.2452,-72.3851,45.46,4.7,mb,,145,2.245,0.5,us,us7000d3r5,2021-01-28T04:51:27.040Z,"40 km SW of Islay (Matarani), Peru",earthquake,9.4,8.1,0.174,10,reviewed,us,us
2021-01-19T00:56:44.225Z,-0.0023,120.0833,79.29,4.8,mb,,59,2.879,0.79,us,us7000d18h,2021-02-07T05:00:14.040Z,"102 km NNE of Palu, Indonesia",earthquake,7.9,6.3,0.071,62,reviewed,us,us
2021-01-18T20:47:32.350Z,38.9863,142.0383,59.99,4.7,mb,,116,1.95,0.4,us,us7000d177,2021-01-19T22:47:50.185Z,"29 km ESE of Ōfunato, Japan",earthquake,6.2,7.6,0.11,25,reviewed,us,us
2021-01-18T18:46:12.974Z,57.9818,126.3399,10,4.7,mb,,78,4.394,0.57,us,us7000d16b,2021-01-27T18:20:36.040Z,"75 km SE of Lebedinyy, Russia",earthquake,5.8,1.6,0.054,106,reviewed,us,us
2021-01-18T17:40:22.171Z,-33.5411,-179.1666,30.07,5.3,mb,,56,4.411,1.03,us,us7000d15q,2021-01-27T17:38:23.040Z,south of the Kermadec Islands,earthquake,9.5,4.6,0.051,139,reviewed,us,us
2021-01-18T17:12:14.305Z,36.6601,141.8644,33.16,4.7,mb,,136,2.943,0.89,us,us7000d3pm,2021-01-27T18:39:19.040Z,"97 km ESE of Iwaki, Japan",earthquake,9,1.2,0.147,14,reviewed,us,us
2021-01-18T16:03:12.178Z,28.272,56.015,10,4.6,mb,,64,3.317,0.85,us,us7000d15c,2021-01-27T15:47:34.040Z,"123 km NNW of Bandar Abbas, Iran",earthquake,9.2,1.9,0.079,47,reviewed,us,us
2021-01-18T15:55:31.813Z,-15.474,-173.1907,10,4.9,mb,,64,2.068,0.9,us,us7000d3pi,2021-01-27T15:45:18.040Z,"83 km NE of Hihifo, Tonga",earthquake,8.8,1.8,0.067,71,reviewed,us,us
2021-01-18T14:56:46.608Z,-6.2649,142.9024,10,5.1,mb,,61,4.322,0.39,us,us7000d3pg,2021-01-27T15:05:39.040Z,"46 km S of Tari, Papua New Guinea",earthquake,9.8,1.8,0.082,50,reviewed,us,us
2021-01-18T14:21:03.429Z,-6.3698,142.7291,11.8,4.9,mb,,77,4.329,0.7,us,us7000d3pd,2021-01-27T14:31:06.040Z,"62 km SSW of Tari, Papua New Guinea",earthquake,8.8,4.4,0.106,30,reviewed,us,us
2021-01-18T11:43:54.736Z,7.3172,94.6789,124.7,4.7,mb,,59,3.064,0.87,us,us7000d12t,2021-01-18T12:31:59.040Z,"172 km NNW of Sabang, Indonesia",earthquake,7.8,5.2,0.069,66,reviewed,us,us
2021-01-18T07:17:16.179Z,-14.5819,167.3408,160.89,5.3,mww,,67,0.87,0.92,us,us7000d11r,2021-01-18T18:55:59.040Z,"58 km NNE of Port-Olry, Vanuatu",earthquake,9.4,5.1,0.058,29,reviewed,us,us
2021-01-18T05:45:56.744Z,-30.1585,-71.6215,33.38,4.9,mb,,143,0.409,0.67,us,us7000d11h,2021-02-08T14:44:34.292Z,"35 km SW of Coquimbo, Chile",earthquake,5.2,1.9,0.058,92,reviewed,us,us
2021-01-18T04:23:12.565Z,35.6339,26.2557,10,4.5,mb,,105,0.743,1.1,us,us7000d112,2021-01-28T03:49:19.025Z,"48 km N of Palekastro, Greece",earthquake,5.1,1.9,0.07,61,reviewed,us,us
2021-01-18T02:05:54.154Z,44.9559,147.857,104.8,4.8,mb,,81,3.855,0.74,us,us7000d10h,2021-01-28T03:33:59.040Z,"30 km S of Kuril’sk, Russia",earthquake,9.1,5.1,0.054,106,reviewed,us,us
2021-01-18T01:48:33.905Z,-32.4808,-69.5456,119.59,4.5,mb,,59,0.893,1.02,us,us7000d10a,2021-01-28T03:30:18.526Z,"Mendoza, Argentina",earthquake,5.4,6.2,0.118,21,reviewed,us,us
2021-01-18T01:17:20.467Z,48.9782,153.6254,163.27,4.5,mb,,107,4.868,0.52,us,us7000d105,2021-01-28T03:16:59.040Z,Kuril Islands,earthquake,10.4,6.2,0.05,115,reviewed,us,us
2021-01-17T18:40:42.767Z,-56.3823,-27.1543,90.72,5.2,mww,,69,5.727,0.68,us,us7000d0y2,2021-01-18T19:46:48.426Z,South Sandwich Islands region,earthquake,10.1,5.9,0.086,13,reviewed,us,us
2021-01-17T16:18:21.481Z,-21.1023,170.3438,158.06,4.5,mb,,115,2.189,0.85,us,us7000d0xn,2021-01-26T20:26:59.040Z,"205 km SSE of Isangel, Vanuatu",earthquake,10.8,5.9,0.113,23,reviewed,us,us
2021-01-17T14:41:23.764Z,-31.5102,-179.1813,207.55,4.5,mb,,137,2.503,0.65,us,us7000d3fn,2021-01-26T20:10:48.040Z,Kermadec Islands region,earthquake,11.4,7.5,0.15,15,reviewed,us,us
2021-01-17T13:05:20.957Z,-18.0152,-178.5268,548.09,4.5,mb,,69,3.268,1,us,us7000d0wp,2021-01-26T17:39:13.040Z,"228 km E of Levuka, Fiji",earthquake,11.5,7.4,0.076,51,reviewed,us,us
2021-01-17T12:32:13.113Z,-31.8151,-71.5175,48.76,4.6,mb,,160,0.514,0.93,us,us7000d0w9,2021-01-31T07:14:07.323Z,"38 km WSW of Illapel, Chile",earthquake,6.1,7.1,0.152,13,reviewed,us,us
2021-01-17T12:24:32.588Z,-34.9539,-71.069,94.17,4.7,mwr,,58,0.286,0.7,us,us7000d0w6,2021-01-31T07:12:58.596Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,3.7,3.8,0.061,26,reviewed,us,us
2021-01-17T08:31:53.204Z,54.027,161.9451,10,5.1,mww,,86,2.209,1.36,us,us7000d0tu,2021-01-18T18:11:05.026Z,"228 km ESE of Mil’kovo, Russia",earthquake,8.3,1.7,0.093,11,reviewed,us,us
2021-01-17T08:05:24.128Z,-27.9506,-66.9224,157.15,4.6,mb,,43,2.254,0.81,us,us7000d0tk,2021-01-17T08:22:36.040Z,"33 km SE of Londres, Argentina",earthquake,5.5,6.7,0.046,144,reviewed,us,us
2021-01-17T04:04:52.539Z,-31.2081,-177.7599,10,4.8,mb,,184,1.962,1.1,us,us7000d3fe,2021-01-27T00:48:48.040Z,Kermadec Islands region,earthquake,11.8,1.9,0.185,10,reviewed,us,us
2021-01-17T03:38:55.547Z,-15.4291,168.1157,10,5,mww,,61,0.88,0.8,us,us7000d0sd,2021-01-18T17:22:10.040Z,"102 km E of Luganville, Vanuatu",earthquake,6.8,1.8,0.093,11,reviewed,us,us
2021-01-17T02:50:17.146Z,26.8766,55.1967,10,4.7,mb,,55,2.126,0.51,us,us7000d0rz,2021-01-17T03:11:38.040Z,"47 km NE of Bandar-e Lengeh, Iran",earthquake,7.6,1.9,0.067,67,reviewed,us,us
2021-01-17T02:07:08.142Z,-6.2356,152.8254,10,4.6,mb,,114,2.074,1.1,us,us7000d3fa,2021-01-27T00:19:47.040Z,"New Britain region, Papua New Guinea",earthquake,4.1,1.9,0.165,13,reviewed,us,us
2021-01-17T01:11:54.334Z,36.6657,142.3557,26.96,4.5,mb,,150,3.338,0.53,us,us7000d0rd,2021-01-17T02:32:17.523Z,"138 km ESE of Iwaki, Japan",earthquake,10.1,6.6,0.15,13,reviewed,us,us
2021-01-16T23:52:43.446Z,-5.5027,150.9307,101.14,4.5,mb,,80,1.613,0.65,us,us7000d361,2021-01-30T05:22:45.040Z,"New Britain region, Papua New Guinea",earthquake,8.4,8.2,0.135,16,reviewed,us,us
2021-01-16T23:28:34.074Z,-57.5416,-26.023,74.69,4.9,mb,,55,6.726,0.49,us,us7000d0q5,2021-01-30T05:08:58.040Z,South Sandwich Islands region,earthquake,9.7,5.9,0.106,28,reviewed,us,us
2021-01-16T23:10:58.951Z,22.5547,121.4203,18.09,5.1,mww,,31,0.409,0.65,us,us7000d0q4,2021-01-30T04:56:26.946Z,"92 km NE of Hengchun, Taiwan",earthquake,4.9,0.6,0.075,17,reviewed,us,us
2021-01-16T22:37:45.312Z,12.0214,125.0465,80.23,4.5,mb,,123,22.241,0.44,us,us7000d35z,2021-01-29T06:46:44.040Z,"4 km SE of San Jose de Buan, Philippines",earthquake,15.1,7.2,0.099,30,reviewed,us,us
2021-01-16T20:02:46.900Z,36.4494,70.6975,204,5.5,mww,,18,2.334,0.69,us,us7000d0pq,2021-01-29T04:51:42.124Z,"47 km SSW of Jurm, Afghanistan",earthquake,6.9,1.8,0.049,40,reviewed,us,us
2021-01-16T19:58:12.673Z,-6.0394,151.5368,10,4.5,mb,,161,1.788,0.73,us,us7000d363,2021-01-29T02:11:06.040Z,"164 km ESE of Kimbe, Papua New Guinea",earthquake,7,2,0.191,8,reviewed,us,us
2021-01-16T17:06:53.787Z,15.7704,-95.0556,34.25,4.6,mb,,140,2.852,0.79,us,us7000d0p2,2021-01-16T17:33:15.040Z,"47 km SSE of Salina Cruz, Mexico",earthquake,7,6.6,0.049,128,reviewed,us,us
2021-01-16T12:25:41.809Z,18.7013,145.2484,345.41,4.6,mb,,61,3.487,0.93,us,us7000d0n8,2021-01-16T12:52:34.040Z,"Pagan region, Northern Mariana Islands",earthquake,10.6,5.6,0.044,156,reviewed,us,us
2021-01-16T10:43:41.888Z,0.8816,-79.7011,34.94,4.5,mb,,148,1.404,1.07,us,us7000d0ms,2021-01-16T11:34:17.040Z,"10 km SSW of Esmeraldas, Ecuador",earthquake,8.4,7.9,0.101,29,reviewed,us,us
2021-01-16T09:42:14.525Z,-30.5313,-177.027,10,5.1,mb,,86,1.502,0.39,us,us7000d0mh,2021-01-16T10:03:18.040Z,"Kermadec Islands, New Zealand",earthquake,7.9,1.9,0.122,22,reviewed,us,us
2021-01-16T09:26:43.171Z,-6.3928,103.8897,33.44,5.2,mww,,43,2.222,0.59,us,us7000d0ma,2021-01-16T16:38:59.040Z,"185 km SW of Bandar Lampung, Indonesia",earthquake,6.6,4.2,0.065,23,reviewed,us,us
2021-01-16T08:08:36.282Z,39.5738,142.8803,52.62,4.6,mb,,151,1.846,0.39,us,us7000d0m1,2021-01-31T06:40:01.808Z,"80 km E of Yamada, Japan",earthquake,8.7,9.3,0.172,11,reviewed,us,us
2021-01-16T06:37:31.039Z,-5.7211,148.8569,130.17,5.1,mb,,44,3.628,0.9,us,us7000d0lh,2021-01-31T06:11:48.040Z,"93 km NW of Kandrian, Papua New Guinea",earthquake,7.9,7,0.081,49,reviewed,us,us
2021-01-16T06:36:32.035Z,-19.9684,-173.2456,3.36,5.1,mb,,74,3.253,0.68,us,us7000d0lu,2021-01-31T06:08:36.040Z,"117 km E of Pangai, Tonga",earthquake,7.5,2,0.094,39,reviewed,us,us
2021-01-16T05:18:04.207Z,4.9359,-82.5854,10,5.2,mww,,72,3.528,0.59,us,us7000d0kq,2021-01-31T05:44:12.040Z,south of Panama,earthquake,6.9,1.8,0.051,37,reviewed,us,us
2021-01-16T03:53:36.174Z,-31.0355,-71.4708,62.2,5,mww,,56,0.387,1.02,us,us7000d0k5,2021-01-19T03:11:17.799Z,"54 km SSW of Ovalle, Chile",earthquake,3.7,4.7,0.058,29,reviewed,us,us
2021-01-16T02:21:34.534Z,-31.0961,-178.5172,95.71,4.6,mb,,102,1.913,0.54,us,us7000d356,2021-01-26T23:57:53.040Z,Kermadec Islands region,earthquake,11.1,10.5,0.207,8,reviewed,us,us
2021-01-16T01:44:05.023Z,-9.9009,160.0814,10,5,mb,,77,0.477,1.24,us,us7000d355,2021-01-26T23:07:21.040Z,"45 km ESE of Malango, Solomon Islands",earthquake,5.2,1.8,0.115,25,reviewed,us,us
2021-01-15T23:51:14.274Z,-12.8249,-77.1256,35.45,4.6,mb,,141,0.877,0.94,us,us7000d0iv,2021-01-24T01:20:29.228Z,"53 km SW of Chilca, Peru",earthquake,3.2,6.9,0.066,69,reviewed,us,us
2021-01-15T23:34:45.828Z,-37.2452,-17.1989,10,4.6,mb,,71,3.905,0.73,us,us7000d2gc,2021-01-24T01:45:17.040Z,southern Mid-Atlantic Ridge,earthquake,12,1.9,0.136,16,reviewed,us,us
2021-01-15T23:32:52.269Z,-2.9335,118.9545,10,4.9,mb,,65,2.214,0.63,us,us7000d0im,2021-01-24T01:14:42.040Z,"28 km SSE of Mamuju, Indonesia",earthquake,5.8,1,0.084,44,reviewed,us,us
2021-01-15T23:00:02.626Z,1.5062,125.9334,95.65,5,mb,,36,1.608,0.93,us,us7000d0ig,2021-01-25T22:19:12.364Z,"106 km E of Laikit, Laikit II (Dimembe), Indonesia",earthquake,7.2,3.2,0.062,83,reviewed,us,us
2021-01-15T22:48:55.846Z,13.826,120.7291,160.96,4.6,mb,,86,8.949,0.87,us,us7000d0ib,2021-01-25T22:26:49.040Z,"3 km SE of Hukay, Philippines",earthquake,4.6,6.5,0.077,50,reviewed,us,us
2021-01-15T21:32:57.663Z,14.0217,-92.0396,35,4.9,mb,,139,0.601,1.17,us,us7000d0gm,2021-01-24T01:53:50.886Z,"33 km SSW of Champerico, Guatemala",earthquake,6.8,1.9,0.027,426,reviewed,us,us
2021-01-15T21:31:04.610Z,26.9258,55.1859,8,5.5,mww,,35,2.175,1.07,us,us7000d0gn,2021-01-16T21:35:27.727Z,"50 km NE of Bandar-e Lengeh, Iran",earthquake,6.9,1.8,0.06,27,reviewed,us,us
2021-01-15T20:37:55.823Z,-23.9805,-67.3575,207.77,4.7,mb,,89,1.271,1.32,us,us7000d0fz,2021-01-15T22:53:23.040Z,"108 km WNW of San Antonio de los Cobres, Argentina",earthquake,8,4.8,0.165,12,reviewed,us,us
2021-01-15T20:18:19.668Z,-7.0012,155.8696,10,5.1,mb,,43,4.625,0.88,us,us7000d0ft,2021-01-16T18:32:04.040Z,"86 km SSE of Panguna, Papua New Guinea",earthquake,8.5,1.8,0.056,106,reviewed,us,us
2021-01-15T19:21:16.851Z,1.0328,-79.7623,36.61,4.8,mb,,118,1.53,0.81,us,us7000d0fd,2021-01-15T20:11:37.040Z,"14 km NW of Esmeraldas, Ecuador",earthquake,5.6,7.1,0.059,95,reviewed,us,us
2021-01-15T17:32:54.744Z,56.0532,164.6117,10,4.7,mb,,91,4.611,0.7,us,us7000d0el,2021-01-15T18:07:20.040Z,"134 km E of Ust’-Kamchatsk Staryy, Russia",earthquake,7.9,1.9,0.058,94,reviewed,us,us
2021-01-15T17:09:08.010Z,12.9605,-88.7499,73.35,4.5,mb,,110,1.69,0.89,us,us7000d0e6,2021-01-15T20:28:23.811Z,"41 km SSW of Puerto El Triunfo, El Salvador",earthquake,6.1,8.4,0.043,166,reviewed,us,us
2021-01-15T16:10:51.357Z,13.9032,-92.0934,10,5.9,mww,,152,0.728,1.33,us,us7000d0d0,2021-01-29T17:18:49.076Z,"47 km SSW of Champerico, Guatemala",earthquake,5.9,1.9,0.073,18,reviewed,us,us
2021-01-15T15:52:50.376Z,-3.5275,149.601,10,5.1,mww,,84,2.64,1.31,us,us7000d0cr,2021-01-15T16:24:58.040Z,"169 km SW of Kavieng, Papua New Guinea",earthquake,8.9,1.8,0.093,11,reviewed,us,us
2021-01-15T15:13:50.171Z,-3.8084,-80.8455,52.21,4.6,mb,,59,2.071,1,us,us7000d0c8,2021-01-24T15:51:55.040Z,"23 km SW of Zorritos, Peru",earthquake,3.5,6.9,0.098,31,reviewed,us,us
2021-01-15T14:19:03.992Z,0.4302,-24.9543,10,4.6,mb,,174,20.986,1.26,us,us7000d2g0,2021-02-08T06:16:32.040Z,central Mid-Atlantic Ridge,earthquake,16.2,2,0.173,10,reviewed,us,us
2021-01-15T13:38:19.335Z,33.8669,137.2129,357.77,5.2,mww,,55,1.14,0.54,us,us7000d0bx,2021-02-08T13:14:50.505Z,"76 km SSE of Toba, Japan",earthquake,8.3,5.2,0.073,18,reviewed,us,us
2021-01-15T13:19:11.166Z,-37.0694,-17.0154,10,5.5,mww,,67,3.759,0.92,us,us7000d0bw,2021-02-07T14:42:58.731Z,southern Mid-Atlantic Ridge,earthquake,10.7,1.9,0.069,20,reviewed,us,us
2021-01-15T11:28:26.289Z,2.0329,96.3663,10,4.7,mb,,139,1.409,0.77,us,us7000d0aj,2021-02-08T12:11:59.234Z,"49 km S of Sinabang, Indonesia",earthquake,4.4,1.9,0.117,22,reviewed,us,us
2021-01-15T11:19:02.442Z,-22.6699,-175.3303,35,4.5,mb,,124,6.188,0.24,us,us7000d2fl,2021-02-07T12:35:23.040Z,"153 km SSW of ‘Ohonua, Tonga",earthquake,11.3,2,0.192,8,reviewed,us,us
2021-01-15T10:45:21.903Z,-37.1801,-17.2577,10,5.4,mww,,67,31.489,0.67,us,us7000d0ae,2021-01-16T10:49:02.032Z,southern Mid-Atlantic Ridge,earthquake,6.2,1.8,0.089,12,reviewed,us,us
2021-01-15T10:35:17.061Z,1.0705,-79.733,35,4.7,mb,,143,1.525,0.56,us,us7000d0ab,2021-01-15T15:37:14.258Z,"15 km NW of Esmeraldas, Ecuador",earthquake,6.9,2,0.036,242,reviewed,us,us
2021-01-15T08:40:06.403Z,42.4632,143.2444,62.59,4.8,mb,,133,0.452,0.65,us,us7000d09q,2021-01-31T05:39:45.040Z,"50 km S of Obihiro, Japan",earthquake,3,7.4,0.086,42,reviewed,us,us
2021-01-15T08:21:13.562Z,2.7388,128.6703,222.4,4.8,mb,,91,2.348,0.69,us,us7000d08x,2021-01-31T05:36:24.040Z,"133 km NNE of Tobelo, Indonesia",earthquake,8.3,5.2,0.072,60,reviewed,us,us
2021-01-15T08:14:29.512Z,-37.6109,-17.0402,10,4.5,mb,,92,23.767,1.01,us,us7000d2gi,2021-01-31T05:34:47.040Z,southern Mid-Atlantic Ridge,earthquake,13.6,1.9,0.124,19,reviewed,us,us
2021-01-15T07:52:23.170Z,-37.2583,-17.3095,10,5,mb,,83,3.993,0.7,us,us7000d08p,2021-01-31T05:30:40.040Z,southern Mid-Atlantic Ridge,earthquake,11.5,1.9,0.08,49,reviewed,us,us
2021-01-15T07:36:25.889Z,-34.6446,-14.7096,10,5,mb,,66,3.103,0.84,us,us7000d08v,2021-01-31T05:29:00.040Z,Tristan da Cunha region,earthquake,10.8,1.9,0.095,36,reviewed,us,us
2021-01-15T07:03:12.515Z,-38.1723,-17.0859,10,4.6,mb,,92,3.944,0.73,us,us7000d2fg,2021-01-31T05:27:49.040Z,southern Mid-Atlantic Ridge,earthquake,13.3,1.9,0.107,26,reviewed,us,us
2021-01-15T02:50:54.155Z,-0.0003,127.2743,139.53,4.7,mb,,117,0.772,0.89,us,us7000d06u,2021-01-15T03:11:36.040Z,"87 km SSW of Sofifi, Indonesia",earthquake,6.7,5.2,0.115,23,reviewed,us,us
2021-01-15T00:47:20.191Z,-16.2295,-177.5752,10,4.6,mb,,112,1.982,1.19,us,us7000d2fb,2021-01-23T22:50:29.040Z,"219 km SSE of Alo, Wallis and Futuna",earthquake,6.4,1.9,0.129,18,reviewed,us,us
2021-01-15T00:40:48.602Z,-14.0512,171.1628,625.83,4.5,mb,,117,4.074,0.76,us,us7000d2fa,2021-01-23T22:41:58.040Z,Vanuatu region,earthquake,14.3,9.5,0.242,5,reviewed,us,us
2021-01-14T18:28:18.081Z,-2.9711,118.8893,18,6.2,mww,,28,2.204,1.12,us,us7000d030,2021-01-26T21:18:07.234Z,"32 km S of Mamuju, Indonesia",earthquake,5.5,1,0.066,22,reviewed,us,us
2021-01-14T16:50:59.885Z,1.3107,96.9865,28.43,4.6,mb,,155,0.588,0.78,us,us7000d02l,2021-01-14T19:26:38.040Z,"140 km SW of Singkil, Indonesia",earthquake,7.4,5.1,0.075,61,reviewed,us,us
2021-01-14T16:28:10.949Z,25.4036,124.332,119.55,4.7,mwr,,78,1.518,0.86,us,us7000d02g,2021-01-14T17:01:13.040Z,"118 km NW of Hirara, Japan",earthquake,7.5,5.6,0.068,21,reviewed,us,us
2021-01-14T15:45:03.924Z,-44.6454,-80.1251,10,4.7,mb,,202,4.914,1.13,us,us7000d028,2021-01-14T16:20:28.040Z,"Off the coast of Aisen, Chile",earthquake,11,2,0.13,18,reviewed,us,us
2021-01-14T15:03:38.993Z,-23.9681,179.2231,550.88,4.6,mb,,126,6.288,0.83,us,us7000d024,2021-01-14T15:29:08.040Z,south of the Fiji Islands,earthquake,13.7,6.6,0.062,81,reviewed,us,us
2021-01-14T14:45:11.461Z,10.6076,-62.7629,110.14,4.6,mb,,130,4.39,0.9,us,us7000d2e5,2021-01-24T14:57:42.040Z,"50 km W of Güiria, Venezuela",earthquake,9.3,6.2,0.068,64,reviewed,us,us
2021-01-14T12:39:38.933Z,-15.4842,166.9635,58.7,4.6,mb,,89,0.234,0.93,us,us7000d2e9,2021-02-09T09:58:05.040Z,"21 km W of Luganville, Vanuatu",earthquake,10,7,0.119,21,reviewed,us,us
2021-01-14T09:22:00.700Z,36.0905,104.0101,10,4.5,mb,,149,7.397,0.6,us,us7000d2e6,2021-02-10T14:20:18.040Z,"15 km ENE of Lanzhou, China",earthquake,8.5,1.9,0.156,14,reviewed,us,us
2021-01-14T06:38:37.408Z,-3.0115,118.9493,10,5.2,mb,,69,2.144,0.9,us,us7000d2dv,2021-02-07T13:59:16.040Z,"Sulawesi, Indonesia",earthquake,9.3,1.9,0.115,26,reviewed,us,us
2021-01-14T06:35:50.010Z,-2.9802,118.8911,18,5.7,mww,,33,2.195,0.89,us,us6000d882,2021-02-07T13:44:07.294Z,"33 km S of Mamuju, Indonesia",earthquake,5.8,1.7,0.053,34,reviewed,us,us
2021-01-14T05:13:50.496Z,51.4861,-174.0844,37.26,4.9,mb,,76,0.72,0.68,us,us6000d87l,2021-01-27T09:49:55.980Z,"79 km S of Atka, Alaska",earthquake,7.9,7.4,0.038,222,reviewed,us,us
2021-01-14T00:03:21.692Z,-8.1454,120.3733,28.53,4.6,mb,,71,1.907,0.63,us,us7000d2ds,2021-01-24T03:27:27.040Z,"52 km N of Ruteng, Indonesia",earthquake,6.9,6.1,0.128,18,reviewed,us,us
2021-01-13T23:49:56.706Z,15.2698,-45.5897,10,4.5,mb,,129,12.249,0.29,us,us7000d259,2021-01-24T03:34:59.040Z,northern Mid-Atlantic Ridge,earthquake,7.8,1.9,0.157,12,reviewed,us,us
2021-01-13T22:47:33.766Z,73.5735,7.6986,10,4.6,mb,,63,5.083,0.55,us,us7000d257,2021-02-03T04:46:32.040Z,Greenland Sea,earthquake,5.9,1.9,0.111,24,reviewed,us,us
2021-01-13T21:43:02.128Z,-24.5653,-13.3961,10,5,mb,,72,27.99,0.63,us,us7000d251,2021-01-23T06:18:44.040Z,southern Mid-Atlantic Ridge,earthquake,12,1.9,0.084,46,reviewed,us,us
